MSOA11CD,No. people in flood risk areas,% people in flood risk areas,LSOA11CD
NA,2698,0.9985196150999259,95II20W1
NA,2142,0.8675577156743621,95II21W1
NA,1335,0.5649597968683876,95II22W1
NA,2329,0.9952991452991453,95II23W1
NA,2315,0.9256297481007597,95JJ05W1
NA,1703,0.6492565764391918,95JJ06W1
NA,2891,0.9979288919571971,95JJ07W1
NA,1744,0.8612345679012345,95JJ15W1
NA,321,0.14103690685413006,95JJ20S1
NA,1353,0.7208311134789558,95JJ20S2
NA,1316,0.4954819277108434,95JJ22W1
NA,619,0.3460033538289547,95LL02S1
NA,1938,1.0319488817891374,95LL02S2
NA,502,0.16683283482884678,95LL03W1
NA,1243,0.3916194076874606,95LL04W1
NA,829,0.330015923566879,95LL05S1
NA,625,0.35450935904707886,95LL06S1
NA,1818,0.9864351600651112,95LL06S2
NA,2422,0.9801699716713881,95LL07W1
NA,1702,0.9781609195402299,95LL08S1
NA,1979,1.0066124109867751,95LL08S2
NA,1542,1.0124753775443205,95LL09S1
NA,1797,1.0067226890756302,95LL09S2
NA,1233,0.368609865470852,95LL10S1
NA,270,0.18723994452149792,95LL13S1
NA,1274,1.002360346184107,95LL14S1
NA,1243,0.9833860759493671,95LL14S2
NA,1670,0.9783245459871119,95LL15S1
NA,1609,0.9950525664811379,95LL15S2
NA,2280,0.6248287201973143,95LL16S1
NA,3038,0.7205882352941176,95LL16S2
NA,2689,0.9904235727440147,95LL17W1
NA,1388,0.6182628062360802,95LL18S1
NA,1522,0.9787781350482315,95LL18S2
NA,1443,0.5894607843137255,95LL19S1
NA,2163,0.876418152350081,95LL20W1
NA,2052,0.44901531728665206,95LL21W1
NA,1087,0.2751202227284232,95LL22W1
NA,2327,0.988950276243094,95LL23W1
NA,707,0.23708920187793428,95LL25S1
NA,1563,0.9744389027431422,95LL26S1
NA,2154,1.0009293680297398,95LL26S2
NA,1502,0.9875082182774491,95MM01S1
NA,1824,1.0027487630566245,95MM01S2
NA,677,0.41610325752919486,95MM01S3
NA,286,0.1784154709918902,95MM02S1
NA,924,0.5904153354632588,95MM02S2
NA,2138,1.0061176470588236,95MM04W1
NA,2360,1.009841677364142,95MM05W1
NA,1403,1.0115356885364095,95MM06S1
NA,1231,1.0073649754500817,95MM06S2
NA,1173,0.42592592592592593,95MM07W1
NA,1293,0.9288793103448276,95MM08S1
NA,1651,0.995177817962628,95MM08S2
NA,1471,1.0027266530334016,95MM10S1
NA,661,0.5225296442687747,95MM10S2
NA,2253,0.7983699503897945,95MM11W1
NA,1211,1,95MM12S2
NA,2617,1.0049923195084485,95MM12S3
NA,1362,0.9978021978021978,95MM13S2
NA,1561,1.0083979328165376,95MM13S3
NA,583,0.2220952380952381,95MM13S4
NA,881,0.9854586129753915,95MM14S1
NA,1758,0.9965986394557823,95MM14S2
NA,1199,0.3311239988953328,95MM16S2
NA,1938,1.0292087095061073,95MM17S1
NA,1740,1.0081112398609502,95MM17S2
NA,311,0.09250446162998216,95MM18S2
NA,1462,1.0288529204785362,95MM19S1
NA,850,0.589050589050589,95MM19S2
NA,1522,1.0167000668002673,95MM20S1
NA,1711,1.014226437462952,95MM20S2
NA,371,0.2155723416618245,95MM21S2
NA,1222,1.0024610336341264,95MM22S1
NA,870,0.7429547395388557,95MM22S2
NA,2579,0.9858562691131498,95MM23W1
NA,2093,0.8439516129032258,95MM24W1
NA,1190,1.0127659574468084,95MM25S1
NA,1384,1.0109569028487948,95MM25S2
NA,2121,0.9278215223097113,95MM25S4
NA,1710,1.0239520958083832,95MM26S1
NA,1315,0.9740740740740741,95MM26S2
NA,1851,1.0142465753424657,95MM27S1
NA,2279,0.9464285714285714,95MM27S2
NA,2269,1.002208480565371,95MM28W1
NA,3597,1.0047486033519553,95MM29W1
NA,2117,1.00426944971537,95MM30W1
NA,1398,0.6412844036697247,95NN02W1
NA,2838,0.9064196742254871,95NN04W1
NA,1671,1.030209617755857,95NN07S1
NA,274,0.16789215686274508,95NN07S2
NA,1192,0.803776129467296,95NN10S1
NA,1568,0.9861635220125786,95NN10S2
NA,1533,0.600705329153605,95NN17W1
NA,430,0.3017543859649123,95NN18S1
NA,2189,0.7648497554157931,95NN21W1
NA,1467,0.9945762711864407,95QQ01W1
NA,1038,1,95QQ03W1
NA,1548,1,95QQ04W1
NA,838,0.2952783650458069,95QQ05W1
NA,1605,0.8519108280254777,95QQ07W1
NA,1396,1.0072150072150072,95QQ08W1
NA,1881,1.00427122263748,95QQ09W1
NA,1854,0.9962385814078453,95QQ12W1
NA,2845,0.6513278388278388,95QQ14S1
NA,1462,1.0034317089910776,95QQ15W1
NA,1278,0.7879161528976573,95SS06S1
NA,2256,0.99867197875166,95SS06S2
NA,1896,1.0221024258760107,95SS06S3
NA,761,0.15514780835881753,95SS07S1
NA,1630,1.0067943174799259,95SS07S2
NA,1763,0.39617977528089887,95SS07S3
NA,2238,1.006294964028777,95SS10S1
NA,2126,1.0138292799237005,95SS10S2
NA,1567,1.0083655083655083,95SS16S1
NA,1616,0.9975308641975309,95SS16S2
NA,1430,0.9814687714481812,95SS19S1
NA,1253,0.7570996978851964,95SS19S2
NA,2022,1.005469915464943,95SS26S1
NA,1748,1.0092378752886837,95SS26S2
NA,2606,1.0011525163273147,95SS27W1
NA,1224,1.0115702479338844,95SS29S1
NA,1371,0.999271137026239,95SS29S2
NA,2300,0.990952175786299,95VV02W1
NA,1290,0.6317335945151812,95VV07S1
NA,814,0.5171537484116899,95VV10S1
NA,1810,0.984766050054407,95VV10S2
NA,343,0.1605805243445693,95VV11S1
NA,510,0.1945080091533181,95VV11S2
NA,756,0.44418331374853115,95VV12S1
NA,1033,0.556573275862069,95VV12S2
NA,2051,0.9970831307729704,95VV14S1
NA,491,0.31697869593285993,95VV14S2
NA,1379,0.9906609195402298,95VV15S1
NA,1760,0.9783212896053363,95VV15S2
NA,885,0.25801749271137026,95VV16W1
NA,1037,0.6405188387893762,95VV24S1
NA,1564,1.010989010989011,95VV24S2
NA,2398,1.007563025210084,95VV27W1
NA,2245,0.9964491788726143,95VV28S1
NA,1274,0.9976507439310884,95VV28S2
NA,1631,1.0124146492861577,95VV30S1
NA,1488,1.0283344851416725,95VV30S2
NA,687,0.4598393574297189,95WW01S1
NA,1325,0.9685672514619883,95WW01S2
NA,1587,0.9949843260188088,95WW04S1
NA,1196,0.9958368026644463,95WW04S2
NA,1502,1.0094086021505377,95WW05S1
NA,1301,1,95WW05S2
NA,1101,1.0073193046660567,95WW08S1
NA,1294,0.9803030303030303,95WW08S2
NA,1329,0.9955056179775281,95WW09S1
NA,1319,0.9939713639788997,95WW09S2
NA,925,0.5306942053930006,95WW10S1
NA,1262,0.9937007874015747,95WW10S2
NA,328,0.19014492753623188,95WW11S1
NA,747,0.5432727272727272,95WW11S2
NA,1698,0.6896831844029244,95WW12W1
NA,803,0.48373493975903614,95WW15S1
NA,1586,1.0037974683544304,95WW15S2
NA,1607,1.021614748887476,95WW16S1
NA,1203,0.9909390444810544,95WW16S2
NA,2258,1.0017746228926354,95WW17W1
NA,2346,1.0155844155844156,95WW18W1
NA,1745,0.9892290249433107,95WW19S1
NA,1057,0.4955461790904829,95WW19S2
NA,2252,1.0076062639821028,95WW19S3
NA,3907,0.632610103626943,95WW20S2
NA,1901,1.004756871035941,95WW20S3
NA,1490,1.0094850948509486,95WW21S1
NA,2076,0.9899856938483548,95WW21S2
NA,1319,1.010727969348659,95WW22S1
NA,1629,0.9926873857404022,95WW22S2
NA,2363,1.0159071367153911,95WW23S1
NA,2326,0.9679567207657095,95WW23S2
NA,1023,0.606042654028436,95XX01S1
NA,1794,1.0067340067340067,95XX01S2
NA,1581,0.9981060606060606,95XX01S3
NA,1963,0.728656273199703,95XX02W1
NA,1241,0.999194847020934,95XX03S1
NA,1061,0.7611190817790531,95XX03S2
NA,1762,1.0045610034207526,95XX04S1
NA,1806,1.011764705882353,95XX04S2
NA,2589,0.9825426944971537,95XX05W1
NA,1945,1.0025773195876289,95XX06S1
NA,2112,1.0277372262773723,95XX06S2
NA,1364,0.9862617498192335,95XX07S1
NA,1371,0.994198694706309,95XX07S2
NA,1269,0.9829589465530596,95XX08S1
NA,1224,0.9975550122249389,95XX08S2
NA,1429,0.9965132496513249,95XX09S1
NA,1457,0.9837947332883187,95XX09S2
NA,812,0.4432314410480349,95XX10S1
NA,1876,0.9537366548042705,95XX10S2
NA,1275,0.99609375,95XX10S3
NA,1216,0.43584229390681006,95XX11S1
NA,3265,0.9755004481625336,95XX11S2
NA,1595,1.0063091482649842,95XX11S3
NA,2251,0.8179505813953488,95XX15W1
NA,1587,1.0212355212355213,95XX17S1
NA,686,0.43171806167400884,95XX17S2
NA,314,0.15257531584062195,95XX20S1
NA,2083,0.7058624195188072,95XX21W1
NA,2148,1.0023331777881475,95XX22W1
NA,3163,0.9968484084462653,95XX23W1
NA,318,0.2548076923076923,95XX24S1
NA,1430,0.9916782246879334,95XX24S2
NA,2499,0.995221027479092,95XX25W1
NA,2013,0.8529661016949153,95YY02W1
NA,617,0.18120411160058736,95YY04W1
NA,1042,0.6361416361416361,95YY05W1
NA,1640,0.7065919862128393,95YY09W1
NA,1381,1.0029048656499637,95YY13S2
NA,1338,0.7940652818991097,95YY14S1
NA,855,0.5463258785942492,95YY14S2
NA,382,0.9695431472081218,95YY15S1
NA,1069,0.6133103843947217,95YY15S2
NA,1524,0.9769230769230769,95YY19W1
NA,1688,0.9964580873671782,95ZZ02W1
NA,1128,0.6787003610108303,95ZZ06W1
NA,882,0.25236051502145923,95ZZ10W1
NA,1907,0.978952772073922,95ZZ14S1
NA,956,0.7416602017067494,95ZZ14S2
NA,1965,1.0255741127348643,95ZZ16S1
NA,1308,0.992412746585736,95ZZ16S2
