LSOA11CD,No. people in flood risk areas,% people in flood risk areas
E01003623,1413,0.7712882096069869
E01003624,434,0.25
E01003625,1039,0.581096196868009
E01003628,435,0.2620481927710843
E01003631,894,0.4936499171728327
E01003632,2011,0.7821859198755348
E01003633,1886,1
E01003634,1432,0.774054054054054
E01003658,334,0.19928400954653938
E01003659,701,0.39920273348519364
E01003740,411,0.18471910112359552
E01003760,504,0.2587268993839836
E01003761,607,0.33517393705135284
E01003767,523,0.2513214800576646
E01003784,505,0.2506203473945409
E01003788,365,0.1662870159453303
E01003797,1425,1
E01003798,1508,1
E01003799,1644,1
E01003800,1427,1
E01003801,1285,1
E01003802,1317,1
E01003803,877,0.5788778877887789
E01003823,233,0.13803317535545023
E01003834,477,0.21304153640017864
E01003835,306,0.1844484629294756
E01003837,734,0.3655378486055777
E01003846,1046,0.6134897360703813
E01003847,427,0.26004872107186355
E01003851,1682,1
E01003853,1517,1
E01003854,1482,1
E01003855,1219,0.628026790314271
E01003856,1178,0.7285095856524428
E01003857,1069,0.532105525136884
E01003865,727,0.4862876254180602
E01003871,1078,0.5858695652173913
E01003872,398,0.2489055659787367
E01003880,318,0.21486486486486486
E01003881,259,0.18252290345313602
E01003891,483,0.2681843420322043
E01003892,313,0.1457169459962756
E01003893,593,0.3559423769507803
E01003896,449,0.219559902200489
E01003916,2197,1
E01003917,1570,0.8491076257436452
E01003918,1102,0.7916666666666666
E01003920,1925,1
E01003923,1791,1
E01003924,775,0.38196155741744703
E01003925,1932,1
E01003926,896,0.6617429837518464
E01003927,3277,0.9189568143578238
E01003929,1940,0.7876573284612262
E01003930,1874,1
E01003932,1302,0.8178391959798995
E01003933,1881,1
E01003934,2163,1
E01003935,1294,1
E01003936,1890,0.5742935278030994
E01003937,1435,1
E01003938,1588,1
E01003939,1256,0.6382113821138211
E01003940,1097,0.7972383720930233
E01003941,1753,0.8407673860911271
E01003942,1509,1
E01003943,1118,1
E01003960,2019,1
E01003961,2100,1
E01003963,469,0.2840702604482132
E01003964,2317,1
E01003966,1865,1
E01003967,921,1
E01003968,1175,1
E01003969,2677,1
E01003970,1219,1
E01003971,1199,1
E01003972,1708,1
E01003973,1321,0.7680232558139535
E01003974,1382,1
E01003975,1943,1
E01003976,2102,0.8621821164889254
E01003977,2239,1
E01003978,2367,0.8040081521739131
E01003979,1925,1
E01003980,1974,1
E01003981,2333,1
E01003983,270,0.1430084745762712
E01003984,1162,0.5559808612440191
E01003986,1697,1
E01003987,1876,1
E01003988,2394,1
E01003989,2073,1
E01003991,1001,0.7747678018575851
E01003992,1691,1
E01003993,1367,0.7068252326783868
E01003994,1252,0.8419636852723604
E01003995,1452,1
E01003997,1253,1
E01003998,1446,1
E01003999,1507,1
E01004003,1303,0.64473033151905
E01004007,896,0.6787878787878788
E01004011,1547,0.674956369982548
E01004012,2411,1
E01004014,1791,1
E01004022,3854,1
E01004023,1955,1
E01004024,2203,1
E01004027,2750,1
E01004028,2815,1
E01004029,1174,0.4853245142620918
E01004030,1527,1
E01004031,1800,0.7358953393295176
E01004033,2787,1
E01004034,1770,1
E01004035,1511,1
E01004036,2335,1
E01004037,1540,0.7240244475787494
E01004038,2912,1
E01004039,1712,1
E01004040,1946,1
E01004041,1727,1
E01004042,1811,1
E01004043,1504,1
E01004044,1469,1
E01004053,1509,0.7448173741362291
E01004054,1679,1
E01004055,1353,1
E01004056,2179,1
E01004057,2155,1
E01004058,1875,1
E01004059,1833,1
E01004060,2314,1
E01004078,304,0.1737142857142857
E01004148,462,0.25149700598802394
E01004169,325,0.20186335403726707
E01004175,362,0.2034851039910062
E01004195,355,0.19876819708846585
E01004214,1768,1
E01004215,4500,1
E01004216,2067,1
E01004217,2258,1
E01004218,2039,1
E01004219,1526,0.6417157275021026
E01004221,2289,1
E01004243,1190,1
E01004244,1425,0.6459655485040798
E01004245,2120,1
E01004249,1652,0.6851928660306926
E01004250,1169,0.415866239772323
E01004254,984,0.29443447037701975
E01004255,1807,1
E01004256,1511,0.7886221294363257
E01004257,861,0.35666942833471416
E01004258,1400,0.8368200836820083
E01004274,2173,1
E01004275,2243,1
E01004276,2525,1
E01004277,1660,0.8504098360655737
E01004280,2138,1
E01004281,2076,1
E01004291,2347,1
E01004292,1718,0.8620170597089815
E01004293,2403,1
E01004296,2050,0.8070866141732284
E01004297,1600,0.7696007696007696
E01004303,558,0.17227539364001235
E01004382,331,0.1889269406392694
E01004386,345,0.20646319569120286
E01004395,1614,1
E01004422,404,0.20291310899045706
E01004425,310,0.1507782101167315
E01004453,581,0.3301136363636364
E01004455,340,0.19664545980335454
E01004492,221,0.13217703349282298
E01004509,378,0.14829344841114162
E01004511,285,0.18787079762689518
E01004514,303,0.17089678510998307
E01004534,1883,1
E01004535,1781,1
E01004536,2699,1
E01004537,1905,1
E01004538,2223,1
E01004539,2138,1
E01004540,2080,1
E01004541,1599,1
E01004560,2184,1
E01004562,2900,1
E01004563,2285,1
E01004564,1800,1
E01004565,1704,1
E01004566,1739,1
E01004567,2477,1
E01004577,2048,1
E01004579,1740,1
E01004580,2161,1
E01004581,1904,1
E01004582,2337,1
E01004583,1937,1
E01004584,1802,1
E01004585,609,0.2994100294985251
E01004590,1928,1
E01004591,380,0.19367991845056065
E01004592,1725,1
E01004600,629,0.23861911987860396
E01004605,559,0.3154627539503386
E01004617,300,0.15060240963855423
E01004665,1743,1
E01004667,1721,1
E01004668,1634,1
E01004669,1820,1
E01004731,1609,0.6543310288735258
E01004732,1715,1
E01004733,3076,1
E01004736,499,0.24727452923686818
E01004737,1464,1
E01004738,1879,1
E01004739,1598,1
E01004740,1766,1
E01004741,1434,1
E01004742,1624,1
E01004743,1824,1
E01004744,1618,1
E01004745,3069,1
E01004746,1644,1
E01004747,2595,1
E01004748,1759,1
E01004749,3107,1
E01004750,1283,0.738204833141542
E01004751,2021,1
E01004752,1782,1
E01004753,1892,1
E01004766,260,0.15384615384615385
E01004780,288,0.13126709206927986
E01004871,513,0.30052724077328646
E01004921,216,0.1405335068314899
E01004991,377,0.2683274021352313
E01004993,1072,0.6320754716981132
E01005022,313,0.1991094147582697
E01005025,431,0.2759282970550576
E01005030,906,0.5348288075560803
E01005054,355,0.23970290344361916
E01005078,338,0.23920736022646852
E01005128,837,0.26639083386378104
E01005140,246,0.07109826589595376
E01005262,495,0.2696078431372549
E01005267,266,0.18640504555010512
E01005268,303,0.14744525547445256
E01005273,457,0.2977198697068404
E01005278,415,0.2374141876430206
E01005304,305,0.16712328767123288
E01005305,396,0.22745548535324525
E01005309,687,0.28780896522832006
E01005441,514,0.3216520650813517
E01005558,705,0.43626237623762376
E01005580,460,0.2658959537572254
E01005597,384,0.195618950585838
E01005610,590,0.426917510853835
E01005611,991,0.4400532859680284
E01005648,459,0.20825771324863884
E01005652,396,0.23655913978494625
E01005653,1530,1
E01005711,288,0.1973954763536669
E01005777,325,0.20049352251696484
E01005778,935,0.6330399458361544
E01005779,351,0.23353293413173654
E01005836,257,0.13699360341151387
E01005843,361,0.24591280653950953
E01006070,209,0.15726109857035364
E01006102,209,0.14615384615384616
E01006132,347,0.23041168658698538
E01006170,287,0.18268618714194781
E01006210,313,0.18368544600938966
E01006217,267,0.10709987966305656
E01006232,316,0.15911379657603222
E01006245,293,0.10724743777452415
E01006249,1042,0.6365302382406842
E01006250,258,0.141602634467618
E01006269,833,0.4510016242555495
E01006271,322,0.19374247894103488
E01006272,333,0.19394292370413513
E01006299,325,0.1592356687898089
E01006305,362,0.19062664560294892
E01006306,439,0.2668693009118541
E01006326,283,0.2104089219330855
E01006339,266,0.205723124516628
E01006340,573,0.37598425196850394
E01006349,256,0.12260536398467432
E01006355,315,0.2029639175257732
E01006732,345,0.1961341671404207
E01006822,584,0.3779935275080906
E01006847,457,0.2353244078269825
E01006910,361,0.1926360725720384
E01006946,1366,1
E01006947,1164,0.8272921108742004
E01006948,863,0.6618098159509203
E01007028,814,0.5843503230437904
E01007029,1206,1
E01007030,1518,1
E01007031,1425,1
E01007032,943,0.687819110138585
E01007033,1391,1
E01007036,1226,1
E01007071,228,0.18688524590163935
E01007073,298,0.23372549019607844
E01007133,442,0.36650082918739635
E01007195,944,0.6074646074646075
E01007199,608,0.39738562091503266
E01007200,614,0.3635287152161042
E01007203,2019,1
E01007204,1749,1
E01007205,1548,1
E01007206,291,0.1536430834213305
E01007210,1144,0.5854657113613101
E01007315,629,0.4119187950229208
E01007469,312,0.23476297968397292
E01007470,496,0.3674074074074074
E01007472,1483,1
E01007473,822,0.5780590717299579
E01007474,1018,0.8441127694859039
E01007477,838,0.6175386882829772
E01007484,322,0.24712202609363007
E01007485,253,0.18280346820809248
E01007488,171,0.09953434225844005
E01007504,152,0.10333106730115568
E01007506,1736,1
E01007508,1604,1
E01007509,1349,0.8190649666059502
E01007510,846,0.5447520927237605
E01007511,1613,1
E01007517,605,0.383153894870171
E01007519,314,0.23716012084592145
E01007553,311,0.18251173708920188
E01007554,1565,1
E01007555,1412,1
E01007556,1330,1
E01007557,480,0.15061186068402888
E01007558,555,0.38892782060266295
E01007559,755,0.5600890207715133
E01007560,236,0.1632088520055325
E01007562,220,0.1652892561983471
E01007563,1429,1
E01007582,333,0.24342105263157895
E01007584,410,0.27424749163879597
E01007620,247,0.15702479338842976
E01007621,1070,0.7961309523809523
E01007622,344,0.229180546302465
E01007623,236,0.19633943427620631
E01007624,1540,0.8489525909592062
E01007625,999,0.6786684782608695
E01007626,727,0.5108924806746311
E01007627,1728,1
E01007628,350,0.23026315789473684
E01007629,691,0.4162650602409639
E01007630,565,0.4200743494423792
E01007631,762,0.670774647887324
E01007632,1611,1
E01007633,1347,1
E01007634,1668,1
E01007635,1756,1
E01007636,915,0.6051587301587301
E01007637,932,0.6005154639175257
E01007638,654,0.41762452107279696
E01007639,870,0.4309063893016345
E01007640,1569,1
E01007641,730,0.4899328859060403
E01007642,923,0.5882727852135118
E01007652,384,0.1901931649331352
E01007655,375,0.16101331043366252
E01007656,1067,0.6236119228521333
E01007864,407,0.18895078922934075
E01007923,307,0.16443492233529727
E01008042,407,0.2437125748502994
E01008091,316,0.22411347517730495
E01008135,263,0.15748502994011976
E01008140,506,0.26122870418172434
E01008505,393,0.2226628895184136
E01008524,207,0.11016498137307078
E01008539,338,0.22077073807968647
E01008740,288,0.20238931834153198
E01008748,293,0.2201352366641623
E01008799,233,0.14259485924112608
E01008899,312,0.24722662440570523
E01008915,838,0.4805045871559633
E01008919,732,0.47378640776699027
E01008982,529,0.30228571428571427
E01008996,485,0.28903456495828367
E01009079,669,0.48478260869565215
E01009081,360,0.26548672566371684
E01009082,1090,0.734006734006734
E01009097,673,0.3321816386969398
E01009099,385,0.20743534482758622
E01009101,1056,0.6713286713286714
E01009103,1210,0.8131720430107527
E01009210,262,0.1410877759827679
E01009213,310,0.2072192513368984
E01009234,311,0.20129449838187702
E01009239,358,0.1967032967032967
E01009242,555,0.27020447906523853
E01009282,477,0.2735091743119266
E01009283,279,0.17329192546583852
E01009296,558,0.34831460674157305
E01009362,342,0.23472889498970487
E01009366,873,0.5336185819070904
E01009414,319,0.1313838550247117
E01009449,189,0.10123192287091591
E01009592,235,0.12368421052631579
E01009596,278,0.13501699854298202
E01009597,492,0.233729216152019
E01009599,260,0.20202020202020202
E01009635,849,0.16450300329393527
E01009708,388,0.2578073089700997
E01009949,204,0.12846347607052896
E01009983,206,0.1474588403722262
E01009993,345,0.17301905717151456
E01010178,140,0.06721075372059529
E01010267,543,0.32573485302939414
E01010270,324,0.17870932156646444
E01010273,344,0.22857142857142856
E01010275,641,0.3395127118644068
E01010291,683,0.4729916897506925
E01010402,345,0.1978211009174312
E01010404,495,0.24725274725274726
E01010408,300,0.1763668430335097
E01010414,334,0.15477293790546803
E01010417,290,0.18227529855436833
E01010437,320,0.2841918294849023
E01010496,464,0.3167235494880546
E01010498,1044,0.7682119205298014
E01010596,307,0.19755469755469757
E01010639,462,0.24483306836248012
E01010700,341,0.2202842377260982
E01010703,745,0.4644638403990025
E01010706,120,0.07523510971786834
E01010708,464,0.2874845105328377
E01010770,306,0.17142857142857143
E01010836,669,0.3014871563767463
E01010878,353,0.18697033898305085
E01010885,1160,0.7891156462585034
E01010917,298,0.16082029141932003
E01010919,814,0.48481238832638474
E01010923,588,0.38082901554404147
E01010973,192,0.11169284467713787
E01010979,556,0.3764387271496276
E01010983,1727,1
E01010984,591,0.41444600280504906
E01010985,216,0.14654002713704206
E01010986,1105,0.6523022432113341
E01010987,1254,0.6589595375722543
E01011005,311,0.20247395833333334
E01011040,413,0.2110373019928462
E01011063,273,0.11984196663740122
E01011106,579,0.3737895416397676
E01011107,740,0.28126187761307486
E01011128,175,0.0851581508515815
E01011149,260,0.14388489208633093
E01011181,415,0.23094045631608237
E01011229,1393,0.29038982697519283
E01011263,526,0.32449105490438
E01011270,180,0.11271133375078271
E01011393,698,0.3689217758985201
E01011394,350,0.30837004405286345
E01011450,215,0.16226415094339622
E01011464,161,0.0961768219832736
E01011627,223,0.1574858757062147
E01011635,438,0.25569176882662
E01011704,186,0.09090909090909091
E01011706,199,0.13436866981769074
E01011727,309,0.1947069943289225
E01011752,891,0.5396729254996971
E01011780,476,0.2531914893617021
E01011800,267,0.16103739445114595
E01011889,470,0.32147742818057456
E01011898,383,0.26125511596180084
E01011902,552,0.39855595667870036
E01011907,776,0.4187803561791689
E01011919,511,0.2612474437627812
E01011920,1058,0.38236357065413806
E01011926,384,0.2213256484149856
E01011927,231,0.1783783783783784
E01011974,166,0.09383832673827021
E01011993,185,0.10272071071626875
E01012000,430,0.28104575163398693
E01012015,279,0.1998567335243553
E01012076,506,0.3509015256588072
E01012093,517,0.22896368467670505
E01012184,273,0.18997912317327767
E01012198,726,0.5189421015010722
E01012245,267,0.17764471057884232
E01012251,328,0.2117495158166559
E01012254,262,0.1856839121190645
E01012299,861,0.5664473684210526
E01012311,332,0.21870882740447958
E01012338,407,0.19027582982702199
E01012367,255,0.13463569165786696
E01012387,339,0.30987202925045704
E01012391,330,0.1477832512315271
E01012441,215,0.08829568788501027
E01012458,614,0.21673138016237203
E01012473,296,0.19576719576719576
E01012476,203,0.12791430371770637
E01012478,1231,0.5943988411395461
E01012488,255,0.13949671772428884
E01012489,245,0.13214670981661272
E01012490,502,0.35959885386819485
E01012502,410,0.25529265255292655
E01012506,339,0.20990712074303405
E01012509,1040,0.45614035087719296
E01012510,1078,0.48756218905472637
E01012511,1405,0.8489425981873112
E01012517,219,0.09820627802690583
E01012520,1296,0.8286445012787724
E01012523,311,0.2196327683615819
E01012524,1392,1
E01012527,255,0.1788218793828892
E01012528,626,0.5368782161234992
E01012536,264,0.183206106870229
E01012538,271,0.20178704393149666
E01012553,293,0.24234904880066171
E01012599,286,0.2161753590325019
E01012655,209,0.09995217599234815
E01012658,327,0.18207126948775057
E01012662,1393,1
E01012663,1077,0.6895006402048656
E01012664,1639,1
E01012665,1681,1
E01012706,461,0.306312292358804
E01012716,279,0.19900142653352354
E01012717,306,0.19257394587791063
E01012719,883,0.6187806587245971
E01012756,1465,1
E01012757,1467,1
E01012758,1459,1
E01012759,1596,1
E01012760,1542,1
E01012761,1919,1
E01012762,1465,1
E01012763,1922,1
E01012764,1114,1
E01012765,1352,1
E01012766,1350,1
E01012767,1638,1
E01012768,1258,1
E01012769,1229,1
E01012770,1148,0.780952380952381
E01012771,1417,1
E01012772,1529,1
E01012773,1539,1
E01012774,1477,1
E01012775,1504,1
E01012776,1331,1
E01012777,1518,1
E01012784,1063,0.5160194174757281
E01012785,1273,1
E01012786,1135,1
E01012788,890,0.6197771587743732
E01012789,1300,1
E01012791,1550,1
E01012792,1442,1
E01012793,1320,1
E01012794,1544,1
E01012795,2028,1
E01012796,1255,1
E01012797,1291,1
E01012798,1601,1
E01012799,1185,1
E01012800,1166,0.8542124542124542
E01012801,1403,1
E01012802,1276,1
E01012803,1388,1
E01012804,1563,1
E01012805,1411,1
E01012806,1474,1
E01012807,1316,1
E01012808,1666,1
E01012809,1853,1
E01012810,801,0.44401330376940135
E01012811,1619,1
E01012812,1342,1
E01012813,1547,1
E01012814,1419,1
E01012815,1516,1
E01012816,1402,1
E01012817,1391,1
E01012818,1195,1
E01012819,1355,1
E01012820,1317,1
E01012821,339,0.2151015228426396
E01012822,606,0.4228890439637125
E01012823,574,0.7387387387387387
E01012824,1054,0.534753932014206
E01012825,1376,1
E01012826,1496,1
E01012827,1545,1
E01012828,1421,1
E01012829,1792,1
E01012830,1349,1
E01012832,555,0.3483992467043315
E01012833,1516,1
E01012834,1670,1
E01012835,741,0.7484848484848485
E01012836,1404,1
E01012837,1655,1
E01012838,1558,1
E01012839,685,0.541501976284585
E01012840,1534,1
E01012841,1567,1
E01012842,1601,1
E01012843,1512,1
E01012844,1309,1
E01012845,1545,1
E01012846,1360,1
E01012847,1347,1
E01012848,2166,1
E01012849,1575,1
E01012850,1944,1
E01012851,2492,1
E01012852,1792,1
E01012854,2231,1
E01012855,1850,1
E01012856,1744,1
E01012857,1759,1
E01012858,1900,1
E01012859,1495,1
E01012860,1813,0.7263621794871795
E01012862,1250,1
E01012863,2131,1
E01012864,1814,1
E01012865,1214,1
E01012866,1581,1
E01012867,1968,1
E01012868,1707,1
E01012869,1811,1
E01012870,1689,1
E01012871,1788,1
E01012872,1797,1
E01012873,1504,1
E01012874,1578,1
E01012875,1616,1
E01012876,1770,1
E01012877,1617,1
E01012878,1692,1
E01012879,1402,1
E01012880,1666,1
E01012881,1544,1
E01012882,1506,1
E01012883,1432,1
E01012884,1742,1
E01012886,1470,1
E01012887,1445,1
E01012888,1522,1
E01012889,1521,1
E01012891,2320,1
E01012892,2072,1
E01012893,1560,1
E01012894,1858,1
E01012895,1597,1
E01012896,2011,1
E01012897,679,1
E01012898,1697,1
E01012899,1468,1
E01012900,1671,1
E01012901,1382,1
E01012902,1380,1
E01012903,1561,1
E01012904,314,0.23716012084592145
E01012905,1247,1
E01012906,1258,0.7652068126520681
E01012907,456,0.33603537214443624
E01012908,829,0.7515865820489573
E01012909,1166,1
E01012910,1152,1
E01012911,835,0.7760223048327137
E01012912,1636,1
E01012913,2152,1
E01012914,2486,1
E01012915,1382,1
E01012916,1492,1
E01012917,1633,1
E01012918,1557,1
E01012923,166,0.10506329113924051
E01012924,290,0.17272185824895772
E01012953,477,0.3843674456083803
E01012954,338,0.2847514743049705
E01012955,478,0.30407124681933845
E01012956,596,0.49584026622296173
E01012957,419,0.22310969116080936
E01012959,1471,1
E01012960,393,0.22822299651567945
E01012962,420,0.35058430717863104
E01012964,1681,1
E01012967,574,0.3736979166666667
E01012973,1082,0.39402767662053895
E01012990,405,0.2903225806451613
E01012991,340,0.2226588081204977
E01012993,1458,1
E01012994,1875,1
E01012995,2056,1
E01012996,1761,1
E01012997,2024,1
E01012998,2310,1
E01012999,1984,1
E01013000,2193,1
E01013001,1824,1
E01013002,1842,1
E01013003,1455,1
E01013004,1792,1
E01013006,1525,1
E01013008,1382,1
E01013009,486,0.29944547134935307
E01013010,482,0.33448993754337264
E01013011,270,0.17498379779650033
E01013013,612,0.42441054091539526
E01013014,495,0.34518828451882844
E01013015,748,0.4281625643961076
E01013016,239,0.13672768878718536
E01013017,350,0.20883054892601433
E01013018,2019,1
E01013019,537,0.38941261783901376
E01013020,403,0.21736785329018338
E01013021,1410,1
E01013026,1665,1
E01013027,254,0.15356711003627568
E01013028,306,0.2078804347826087
E01013031,257,0.17687543014452856
E01013032,708,0.5175438596491229
E01013033,617,0.38586616635397125
E01013039,618,0.362889019377569
E01013050,227,0.13151796060254925
E01013054,508,0.23782771535580524
E01013056,236,0.13931523022432113
E01013058,281,0.2054093567251462
E01013060,374,0.1959140911471975
E01013064,343,0.245
E01013065,496,0.3067408781694496
E01013066,608,0.37623762376237624
E01013067,259,0.17405913978494625
E01013069,249,0.1617933723196881
E01013070,857,0.5759408602150538
E01013072,1365,0.7764505119453925
E01013073,308,0.17855072463768115
E01013074,1167,0.750965250965251
E01013076,989,0.6906424581005587
E01013081,504,0.3181818181818182
E01013086,447,0.29899665551839466
E01013094,1092,0.78
E01013095,1543,1
E01013096,1870,1
E01013097,1367,1
E01013098,2239,1
E01013099,1406,1
E01013100,1588,1
E01013101,1729,1
E01013103,524,0.38786084381939306
E01013104,281,0.25591985428051
E01013106,568,0.4440969507427678
E01013124,311,0.13172384582803898
E01013133,479,0.33779971791255287
E01013136,1447,1
E01013137,820,1
E01013138,1412,1
E01013139,1518,1
E01013140,1498,1
E01013141,1744,1
E01013142,1731,1
E01013143,1410,1
E01013144,691,0.4591362126245847
E01013146,862,0.4920091324200913
E01013147,1109,0.8142437591776799
E01013149,252,0.23954372623574144
E01013151,1214,1
E01013152,267,0.1707161125319693
E01013155,274,0.20417287630402384
E01013158,1254,1
E01013159,1554,1
E01013160,1116,0.8017241379310345
E01013161,1466,1
E01013162,656,0.40443896424167697
E01013163,242,0.1931364724660814
E01013164,370,0.18371400198609733
E01013165,1352,1
E01013167,245,0.13936291240045506
E01013173,426,0.3164933135215453
E01013174,1591,1
E01013176,1382,1
E01013177,1305,0.9456521739130435
E01013179,845,0.5607166556071665
E01013181,1196,0.7666666666666667
E01013182,519,0.35991678224687934
E01013184,639,0.43380855397148677
E01013187,327,0.23903508771929824
E01013188,1223,0.8067282321899736
E01013195,1438,1
E01013196,1334,1
E01013197,1241,1
E01013198,1411,1
E01013199,538,0.4606164383561644
E01013200,1175,1
E01013201,1546,1
E01013202,1573,1
E01013203,1658,1
E01013211,910,0.6245710363761153
E01013218,1340,1
E01013219,1401,1
E01013220,1580,1
E01013221,1801,1
E01013222,1568,1
E01013231,1513,1
E01013233,1048,0.7757216876387861
E01013234,1168,0.8116747741487144
E01013240,1543,0.39891416752843845
E01013245,1522,1
E01013246,1641,1
E01013247,806,0.4613623354321694
E01013249,1431,0.8517857142857143
E01013250,187,0.11052009456264776
E01013252,409,0.2358708189158016
E01013253,1400,0.704579768495219
E01013254,1480,0.8305274971941639
E01013255,995,0.5464030752333883
E01013256,1027,0.4164639091646391
E01013268,289,0.23457792207792208
E01013272,273,0.16211401425178149
E01013274,256,0.1255517410495341
E01013286,1685,0.7170212765957447
E01013287,1476,1
E01013289,1456,0.8484848484848485
E01013302,346,0.22336991607488701
E01013303,917,0.7192156862745098
E01013305,238,0.14371980676328502
E01013323,374,0.23157894736842105
E01013324,130,0.08597883597883597
E01013329,350,0.1839201261166579
E01013334,317,0.19604205318491033
E01013340,365,0.2746425884123401
E01013344,351,0.219375
E01013348,284,0.11234177215189874
E01013353,287,0.17683302526186076
E01013390,588,0.37789203084832906
E01013399,320,0.17534246575342466
E01013418,275,0.1725219573400251
E01013420,512,0.23156942559927635
E01013437,387,0.28837555886736216
E01013450,290,0.22103658536585366
E01013479,936,0.28475813811986617
E01013513,351,0.24770642201834864
E01013523,1073,0.5424671385237614
E01013525,1658,0.8232373386295928
E01013526,227,0.146640826873385
E01013535,377,0.22588376273217495
E01013536,647,0.38557806912991655
E01013538,343,0.24257425742574257
E01013541,232,0.13933933933933934
E01013554,256,0.15338526063511085
E01013582,272,0.18121252498334445
E01013605,345,0.18282988871224165
E01013654,570,0.23021001615508885
E01013655,966,0.40880236986881086
E01013656,1029,0.49903006789524734
E01013658,955,0.41163793103448276
E01013659,381,0.18459302325581395
E01013681,1034,0.500968992248062
E01013683,391,0.1670226398974797
E01013684,836,0.3669885864793679
E01013687,654,0.43397478433974784
E01013688,1085,0.6315483119906868
E01013713,234,0.1368421052631579
E01013715,949,0.7513855898653998
E01013716,1777,0.645477660733745
E01013717,205,0.13451443569553806
E01013718,768,0.46573681018799273
E01013719,1577,1
E01013720,988,0.6837370242214533
E01013734,452,0.33605947955390336
E01013747,342,0.17601646937725168
E01013750,359,0.25753228120516497
E01013758,737,0.48327868852459016
E01013770,753,0.54644412191582
E01013783,323,0.22778561354019747
E01013786,301,0.19406834300451323
E01013793,312,0.20897521768251842
E01013831,348,0.22940013183915622
E01013870,912,0.4444444444444444
E01013871,326,0.19244391971664698
E01013872,671,0.3505747126436782
E01013873,2122,1
E01013874,1152,0.7529411764705882
E01013876,554,0.3014145810663765
E01013880,258,0.16623711340206185
E01013885,341,0.1958644457208501
E01013895,852,0.5912560721721027
E01013901,1526,1
E01013902,1911,1
E01013915,283,0.1887925283522348
E01013920,305,0.126977518734388
E01013926,327,0.19975565058032987
E01013928,1880,1
E01013944,457,0.22534516765285997
E01013953,318,0.11114994757077945
E01013964,317,0.17024704618689582
E01013976,277,0.16616676664667065
E01014010,409,0.21447299423177765
E01014013,289,0.13208409506398539
E01014021,267,0.18619246861924685
E01014033,266,0.15313759355210133
E01014041,334,0.19786729857819904
E01014042,1408,0.8331360946745562
E01014052,422,0.26424546023794615
E01014073,643,0.2852706299911269
E01014074,460,0.27594481103779245
E01014084,213,0.1311576354679803
E01014086,325,0.22214627477785373
E01014113,389,0.22064662507090188
E01014131,286,0.12364894076956334
E01014139,330,0.24140453547915142
E01014204,337,0.1754294638209266
E01014207,286,0.22916666666666666
E01014213,245,0.19553072625698323
E01014230,254,0.15630769230769231
E01014236,583,0.19603227975790183
E01014240,278,0.17673235855054037
E01014282,611,0.35877862595419846
E01014293,660,0.3464566929133858
E01014306,350,0.24288688410825815
E01014308,250,0.15873015873015872
E01014309,287,0.22634069400630916
E01014339,373,0.21954090641553856
E01014345,373,0.17528195488721804
E01014346,271,0.18599862731640357
E01014347,510,0.38173652694610777
E01014349,328,0.24386617100371746
E01014350,528,0.39285714285714285
E01014370,439,0.22160524987380112
E01014371,326,0.16390145801910508
E01014375,291,0.23168789808917198
E01014407,714,0.3518974864465254
E01014467,232,0.14767663908338638
E01014482,274,0.1995630007283321
E01014486,319,0.13122171945701358
E01014496,1473,0.7814323607427056
E01014499,673,0.40862173649058897
E01014527,214,0.16078136739293764
E01014528,365,0.22984886649874056
E01014535,451,0.22754793138244198
E01014540,1177,0.2391304347826087
E01014600,336,0.22795115332428764
E01014688,435,0.24507042253521127
E01014692,772,0.4718826405867971
E01014695,249,0.12105007292173067
E01014745,250,0.1607717041800643
E01014750,1149,0.6762801648028252
E01014751,1676,1
E01014752,980,0.607940446650124
E01014753,1510,0.8079186730872124
E01014756,1535,1
E01014757,1386,1
E01014760,1399,1
E01014761,1574,1
E01014762,1434,1
E01014763,1799,1
E01014765,787,0.4050437467833248
E01014769,551,0.1686046511627907
E01014770,181,0.14085603112840467
E01014773,1745,1
E01014774,1224,0.6684871654833424
E01014786,286,0.17177177177177178
E01014787,284,0.15260612573885007
E01014792,1910,1
E01014799,1692,1
E01014800,1746,1
E01014803,975,0.6570080862533693
E01014804,260,0.1828410689170183
E01014807,241,0.14500601684717207
E01014808,1174,0.8296819787985866
E01014809,2014,1
E01014810,3243,1
E01014811,1771,1
E01014812,1424,1
E01014813,1773,1
E01014816,325,0.21681120747164775
E01014817,823,0.5070856438693777
E01014820,1156,0.8050139275766016
E01014821,1130,1
E01014822,601,0.4256373937677054
E01014823,1268,1
E01014824,290,0.2039381153305204
E01014825,943,0.7838736492103076
E01014826,1510,1
E01014827,1394,1
E01014828,1296,0.833976833976834
E01014829,1512,0.7663456664977192
E01014830,918,0.6031537450722734
E01014831,1394,1
E01014832,1487,1
E01014833,1554,1
E01014834,1426,1
E01014835,1479,1
E01014836,1475,1
E01014838,1425,1
E01014839,1548,1
E01014840,1312,1
E01014841,139,0.07517577068685775
E01014842,304,0.1770529994175888
E01014844,352,0.2613214550853749
E01014853,297,0.17020057306590258
E01014858,1491,0.8658536585365854
E01014859,307,0.20969945355191258
E01014865,270,0.13138686131386862
E01014879,560,0.3284457478005865
E01014887,295,0.21564327485380116
E01014953,2131,1
E01014954,1596,1
E01014962,548,0.3186046511627907
E01014963,447,0.24452954048140044
E01014990,262,0.18131487889273357
