MSOA11CD,Number of fires (three-year average),Proportion of fire incidents per person
E02001454,9.5,0.0013622024663034126
E02001455,3,6.818181818181819e-4
E02001456,4.5,9.91626267078008e-4
E02001457,8,0.0011611030478955006
E02001458,10.166666666666666,0.001316755169883003
E02001459,8.5,0.001183184855233853
E02001460,21,0.0027737419099194294
E02001461,5,7.583801001061733e-4
E02001462,9.333333333333334,0.0011814345991561183
E02001463,10.166666666666666,0.0014410583510512638
E02001464,14.333333333333332,0.0020406226271829915
E02001465,15.666666666666666,0.0021558644098894544
E02001466,9.833333333333334,0.001134048360435167
E02001467,5.666666666666667,9.233610341643583e-4
E02001468,7.666666666666667,0.001006256289101807
E02001469,9,0.001159047005795235
E02001470,8.5,0.0010127487191707374
E02001471,9,0.0011500127779197546
E02001472,5,7.13165026387106e-4
E02001473,7.833333333333333,9.87934586118468e-4
E02001474,13.333333333333334,0.0018155410312273058
E02001475,6,9.342883836810962e-4
E02001476,7.666666666666667,9.61819930581692e-4
E02001477,11.166666666666668,0.001453803758191208
E02001478,5,7.618467164406522e-4
E02001479,4,8.585533376261e-4
E02001480,5.5,7.059427544602747e-4
E02001481,12.333333333333332,0.0015216944273082457
E02001482,14.666666666666666,0.0017901460596444119
E02001483,3,6.827492034592626e-4
E02001484,6.833333333333334,0.0010566465646100716
E02001485,8.833333333333334,0.0012777858141665463
E02001486,11.333333333333334,0.001389910882184613
E02001487,13.833333333333334,0.0014211355386617355
E02001488,11.166666666666666,0.0013258925037599935
E02001489,8.5,0.0012615019293558919
E02001490,4.5,8.258396035969903e-4
E02001491,11.5,0.0016739446870451238
E02001492,5.833333333333333,7.448076268300987e-4
E02001493,16.166666666666668,0.0019536757301107754
E02001494,3,0.0011797090051120724
E02001495,3.833333333333333,7.898894154818325e-4
E02001496,4.833333333333333,7.714817770683691e-4
E02001497,8.666666666666666,0.0010584595342778048
E02001498,7.5,0.0012607160867372667
E02001499,6,9.062075215224287e-4
E02001500,7,9.288747346072187e-4
E02001501,6.833333333333333,0.001061406233820027
E02001502,6,6.221484861053505e-4
E02001503,5.666666666666667,9.568839356073399e-4
E02001504,3.5,7.866936390200045e-4
E02001505,5,0.0010345541071798054
E02001506,6.5,9.045365989423879e-4
E02001507,4.5,7.880910683012259e-4
E02001508,7,0.0010114145354717526
E02001509,4.5,6.658774785439479e-4
E02001510,3.5,7.683863885839736e-4
E02001511,2,6.321112515802782e-4
E02001512,4,6.226650062266501e-4
E02001513,2,6.67779632721202e-4
E02001514,3.333333333333333,5.351313747525017e-4
E02001515,9.666666666666666,9.676343009676343e-4
E02001516,3.5,7.309941520467836e-4
E02001517,5,7.28650539201399e-4
E02001518,7.833333333333334,7.387149503332077e-4
E02001519,5,6.206554121151937e-4
E02001520,6,8.491367110104727e-4
E02001521,10.666666666666666,8.329428913530115e-4
E02001522,8,0.0013201320132013201
E02001523,2.666666666666667,6.165703275529866e-4
E02001524,1.3333333333333333,8.271298593879239e-4
E02001525,8.166666666666666,0.0011636743611665242
E02001526,3.5,7.795100222717149e-4
E02001527,4.5,0.001029512697323267
E02001528,6,7.399186089530152e-4
E02001529,10.5,0.0011028253334733746
E02001530,8.5,0.001260566513421326
E02001531,5.333333333333333,6.819247325576439e-4
E02001532,2.5,5.662514156285391e-4
E02001533,2.5,8.017960230917255e-4
E02001534,7.5,8.735150244584207e-4
E02001535,2,6.134969325153375e-4
E02001536,5,9.848335631278313e-4
E02001537,7.666666666666667,8.953248472108685e-4
E02001538,7.166666666666667,8.706920989754182e-4
E02001539,6,9.40144155437167e-4
E02001540,9.166666666666666,7.816052751250568e-4
E02001541,7.5,6.650704974727321e-4
E02001542,8,0.0010252466999871844
E02001543,7.5,0.0011229225932025753
E02001544,6,8.490165558228386e-4
E02001545,6.5,9.289695583821638e-4
E02001546,4.5,5.79598145285935e-4
E02001547,10.166666666666666,9.308429469572117e-4
E02001548,10.666666666666666,0.001308311868841735
E02001549,3.333333333333333,7.536362951239731e-4
E02001550,4,8.011215701982776e-4
E02001551,6,0.0013351134846461949
E02001552,5,7.887679444707368e-4
E02001553,9.333333333333334,9.027307605506659e-4
E02001554,2,6.211180124223603e-4
E02001555,4,0.0010090817356205853
E02001556,8.333333333333334,8.731489242805253e-4
E02001557,11.5,0.0011143410852713178
E02001558,4,6.630200563567048e-4
E02001559,4.5,6.960556844547563e-4
E02001560,9.333333333333334,6.953757512541599e-4
E02001561,8,0.0015720180782078995
E02001562,7.166666666666666,0.0012190281793955887
E02001563,4,7.710100231303007e-4
E02001564,3,5.820721769499418e-4
E02001565,7,9.48252506095909e-4
E02001566,6.666666666666666,0.0011671335200746965
E02001567,5.833333333333333,9.548753205652861e-4
E02001568,6.5,9.990777743621273e-4
E02001569,6.666666666666667,8.745463290917837e-4
E02001570,8,0.0011366865586814436
E02001571,3.6666666666666665,0.0012029746281714785
E02001572,12,0.0016032064128256513
E02001573,8,0.0010321248871113405
E02001574,6,9.860312243221035e-4
E02001575,6.5,0.0011208829108466977
E02001576,3.5,5.125951962507323e-4
E02001577,3,7.729966503478485e-4
E02001578,5.5,6.189511591267162e-4
E02001579,8.333333333333334,8.511217785040684e-4
E02001580,6,8.621928437993965e-4
E02001581,5,8.394895903290799e-4
E02001582,7,0.0011214354373598205
E02001583,4.666666666666667,0.0010755166320964892
E02001584,3,7.329587099926704e-4
E02001585,4.333333333333334,8.910823222976216e-4
E02001586,8.5,0.0010822510822510823
E02001587,4.5,0.0010628247520075578
E02001588,8.166666666666666,0.0011409145943932196
E02001589,5,0.00107342206955775
E02001590,9.833333333333334,0.0016004774305555557
E02001591,7.666666666666667,8.864223224264848e-4
E02001592,6,9.95850622406639e-4
E02001593,9.5,0.0012371402526370622
E02001594,11.333333333333334,0.0013572854291417167
E02001595,6,0.0010762331838565023
E02001596,6.166666666666667,8.801979255875916e-4
E02001597,11.666666666666666,0.0012366617200197864
E02001598,4.5,8.737864077669903e-4
E02001599,2,6.119951040391676e-4
E02001600,10.5,0.0011235955056179776
E02001601,3,0.0011529592621060721
E02001602,5.333333333333333,7.165569438846343e-4
E02001603,6.5,0.0014148889856334349
E02001604,4.5,5.463154060944518e-4
E02001605,3.5,5.644250927269795e-4
E02001606,4.5,0.0014363230130864987
E02001607,10.5,0.001173577735553817
E02001608,3.5,0.0010069044879171462
E02001609,6,8.717129158797036e-4
E02001610,6,7.117437722419929e-4
E02001611,8,0.0010454783063251437
E02001612,1,6.191950464396285e-4
E02001613,10.666666666666666,0.0011972911288210422
E02001614,8.666666666666666,9.068396637717553e-4
E02001615,7,9.733036707452725e-4
E02001616,5,0.0011978917105893627
E02001617,5,8.51063829787234e-4
E02001618,5,7.178750897343862e-4
E02001619,7.333333333333333,0.00103666006973895
E02001620,9,0.001294591484464902
E02001621,5.666666666666666,0.0012934642014760709
E02001622,10.666666666666666,0.001202962294650577
E02001623,7.166666666666667,8.459238275102298e-4
E02001624,6,7.296607077708865e-4
E02001625,7.833333333333333,9.969878240210428e-4
E02001626,3,6.720430107526882e-4
E02001627,6,9.828009828009828e-4
E02001628,8,0.0011267605633802818
E02001629,9.333333333333334,0.0013409961685823756
E02001630,9.333333333333334,9.442870632672333e-4
E02001631,5.5,8.650519031141869e-4
E02001632,16.833333333333332,0.0011365426597348817
E02001633,4,9.153318077803204e-4
E02001634,6.666666666666667,8.57780065191285e-4
E02001635,4.333333333333334,9.618941916389198e-4
E02001636,11.333333333333334,0.0010007358351729213
E02001637,7,8.193842912325881e-4
E02001638,5.5,9.04456503864496e-4
E02001639,5,8.021819348628269e-4
E02001640,8.5,0.0013062855386506839
E02001642,9,0.0010164897221594759
E02001643,3.5,7.371524852569503e-4
E02001646,6,8.406893652795292e-4
E02001647,4.666666666666667,7.470252387812818e-4
E02001648,7,6.937561942517344e-4
E02001649,9.5,0.0010889500229252637
E02001650,10.166666666666666,9.911930064021319e-4
E02001651,4,8.350730688935282e-4
E02001652,12,9.041591320072332e-4
E02001653,7,9.25925925925926e-4
E02001654,3.5,7.131214343928281e-4
E02001655,9,0.0011650485436893205
E02001656,6,9.048408988086261e-4
E02001657,3,6.83371298405467e-4
E02001658,10,0.0018021265092809514
E02001659,7.166666666666666,0.0011902784698001438
E02001660,11.333333333333334,0.0011020355244392584
E02001661,8.833333333333334,0.0010768418058433908
E02001662,6.5,8.731864588930683e-4
E02001663,4,6.574621959237344e-4
E02001664,8,0.0015952143569292123
E02001665,5.5,6.849315068493151e-4
E02001666,3.5,0.00080422794117647055
E02001669,3.5,7.682177348551361e-4
E02001670,8.666666666666666,0.0013590507553185927
E02001671,5,8.809020436927414e-4
E02001672,4.5,9.725524097687487e-4
E02001673,3,0.0010683760683760685
E02001674,6,8.46262341325811e-4
E02001675,4,8.302200083022001e-4
E02001676,2,7.017543859649122e-4
E02001678,4.333333333333333,6.314971339745457e-4
E02001679,5.666666666666666,8.650078868366152e-4
E02001680,11.833333333333332,0.0018349098051377473
E02001681,3.5,7.125407166123778e-4
E02001682,5,8.523695874531196e-4
E02001683,4.333333333333333,6.851119894598155e-4
E02001684,8,0.0012044564890093346
E02001685,7.666666666666667,0.0011589821113630638
E02001686,4.5,8.55025650769523e-4
E02001688,9.333333333333334,0.00119566145699889
E02001689,9.666666666666666,0.0010950007551729344
E02001690,6,8.309098462816784e-4
E02001691,8.833333333333334,9.241821859524308e-4
E02001692,7.666666666666666,0.001656225246633542
E02001693,5.666666666666667,0.0010040160642570282
E02001694,3.5,7.314524555903867e-4
E02001695,5,8.145975887911372e-4
E02001696,7.333333333333334,9.529997834091402e-4
E02001697,6.333333333333333,8.553934810012605e-4
E02001698,4.5,7.831534980856248e-4
E02001699,6,0.0010903143739778303
E02001700,3,6.79040289723857e-4
E02001701,4.5,0.0012211668928086838
E02001702,7.333333333333334,0.0011720206701827287
E02001703,4,9.758477677482313e-4
E02001704,5.5,9.767359261232463e-4
E02001705,8.333333333333332,0.0011957717510881522
E02001706,5.333333333333334,6.844626967830254e-4
E02001707,8.166666666666666,0.0012422675185072506
E02001708,4.166666666666666,4.967413765697027e-4
E02001709,3.5,7.337526205450734e-4
E02001710,10.666666666666666,0.0011077647384636687
E02001711,8.333333333333334,0.0011152748037116347
E02001712,5.5,6.756756756756757e-4
E02001713,5,0.0010871928680147858
E02001714,5,7.743534148985597e-4
E02001715,7.333333333333334,8.307843359389752e-4
E02001718,3.333333333333333,7.647013841095052e-4
E02001719,9.5,0.0011150234741784037
E02001720,3,4.975124378109452e-4
E02001721,10.166666666666666,0.001142835731414868
E02001722,8,9.143902160246885e-4
E02001723,7.666666666666667,0.0011547923884119094
E02001724,6.5,7.242339832869081e-4
E02001725,8.5,8.351346040479465e-4
E02001726,11,0.0010361718161266014
E02001727,11.666666666666666,0.0013897161008536827
E02001728,6.666666666666667,9.941346058256288e-4
E02001729,12.5,8.822076363893006e-4
E02001730,15.5,7.579462102689486e-4
E02001731,18.666666666666668,8.651588184402423e-4
E02001732,4.5,0.001201281366791244
E02001733,21.666666666666668,0.0017538179267173927
E02001734,7.333333333333334,8.610230519353451e-4
E02001735,9.833333333333332,0.0014604683400168323
E02001736,22.666666666666668,0.001548481122193378
E02001737,10.333333333333334,0.0017116669427419801
E02001738,3.5,0.0012216404886561956
E02001739,6.5,0.001128276340913036
E02001740,4,8.998875140607424e-4
E02001741,4,6.71366230278617e-4
E02001742,3.666666666666667,8.26570483919447e-4
E02001743,4.333333333333333,7.016407599309153e-4
E02001744,5,8.161932745674175e-4
E02001745,4,6.045949214026602e-4
E02001746,9.166666666666666,0.0011052166224580016
E02001747,3.333333333333333,7.016066792955868e-4
E02001748,7.833333333333333,9.292210359826018e-4
E02001749,6.5,0.0010223340673167663
E02001750,2.666666666666667,8.097985626075515e-4
E02001751,5,8.136696501220504e-4
E02001752,5.5,8.553654743390358e-4
E02001753,6.5,0.0010317460317460319
E02001754,6,0.0010207553589656345
E02001755,5,7.645259938837921e-4
E02001756,8.833333333333334,0.0010909390309168006
E02001757,5.5,9.476223294279807e-4
E02001758,5.5,9.92063492063492e-4
E02001759,6.666666666666667,0.0010838346068389965
E02001760,10,0.001265022137887413
E02001761,4.833333333333334,0.0011887194622069194
E02001762,3.5,8.086876155268023e-4
E02001763,6,9.430996541967935e-4
E02001764,9.666666666666666,0.0015356102727032035
E02001765,7.333333333333334,9.413778348309799e-4
E02001766,9.166666666666666,0.0012123616805537185
E02001767,10.166666666666666,0.0014447444460234
E02001768,5.666666666666667,8.043529690087533e-4
E02001769,12.166666666666666,0.0014720709820528332
E02001770,5,9.615384615384616e-4
E02001771,5,7.59762953958365e-4
E02001772,3,7.451564828614009e-4
E02001773,4,7.575757575757576e-4
E02001774,5.5,9.886751752651447e-4
E02001775,4.666666666666667,8.408408408408409e-4
E02001776,7.5,9.778357235984355e-4
E02001777,5.5,8.727388130752142e-4
E02001778,5.333333333333333,8.990784445942908e-4
E02001779,5.833333333333333,0.0010329968714951892
E02001780,3,6.968641114982578e-4
E02001781,3.666666666666667,0.0014790910313298375
E02001782,8,9.604994597190539e-4
E02001783,8.333333333333334,0.001155802126675913
E02001784,8.166666666666666,0.0012308465209746294
E02001785,6,7.697241821680564e-4
E02001786,7,0.00102880658436214
E02001787,2,7.619047619047619e-4
E02001788,3.666666666666667,8.434935971167856e-4
E02001789,4,9.517011658339282e-4
E02001790,5,8.106355382619975e-4
E02001791,4,7.246376811594203e-4
E02001792,4,7.575757575757576e-4
E02001793,7,9.955909543450433e-4
E02001794,7,7.971757203052044e-4
E02001795,8.833333333333334,0.0011847281831187412
E02001796,8.333333333333334,8.598156555234558e-4
E02001797,2.666666666666667,8.912655971479501e-4
E02001798,6.5,9.653943264518046e-4
E02001799,12.333333333333334,0.0012691225903821088
E02001800,6,0.0010777797736662474
E02001801,11.666666666666666,0.0017394761691764823
E02001802,5.666666666666667,8.155824218000384e-4
E02001803,13.833333333333332,0.001380021282255919
E02001804,6.5,9.940357852882703e-4
E02001805,3.8333333333333335,0.0013186561174177273
E02001806,16.166666666666668,0.0019756405556234473
E02001807,5,7.164350193437455e-4
E02001808,5,8.29737802854298e-4
E02001809,5,0.00129366106080207
E02001810,5.666666666666667,8.466557099457145e-4
E02001811,7.333333333333333,9.58104694713004e-4
E02001812,10,0.0011492931846914147
E02001813,9.666666666666666,0.0011539532847877124
E02001814,6.166666666666667,9.970358393963893e-4
E02001815,8.5,0.0010113027959547888
E02001816,6.333333333333334,0.0011907000062668423
E02001817,5.333333333333334,8.115236356258877e-4
E02001818,4.666666666666667,6.212282570110046e-4
E02001819,3,7.566204287515763e-4
E02001820,6.666666666666667,7.243227582210633e-4
E02001821,3,7.017543859649122e-4
E02001822,9.666666666666666,0.0012694243817027795
E02001823,5.833333333333333,7.544404207622004e-4
E02001824,5,8.344459279038719e-4
E02001825,8.5,0.0015315315315315315
E02001826,8,0.0011020801763328282
E02001827,3,6.307821698906644e-4
E02001828,4.333333333333334,8.505070330389272e-4
E02001829,5,6.757669955399379e-4
E02001830,7.166666666666667,7.640369580668089e-4
E02001831,7.5,8.813160987074031e-4
E02001832,4.5,6.905017646156207e-4
E02001833,4,8.92458723784025e-4
E02001834,5,8.267195767195767e-4
E02001835,3,9.923916639100231e-4
E02001836,7.333333333333333,9.043449664981296e-4
E02001837,11.5,0.0011051316548145302
E02001838,5,8.392077878482712e-4
E02001839,4,8.230452674897119e-4
E02001840,10,0.0010528532322594231
E02001841,2,6.615944426066821e-4
E02001842,7,9.313464608834486e-4
E02001843,4.666666666666666,7.005955061802531e-4
E02001844,6.5,7.883565797453002e-4
E02001845,6.833333333333333,0.001048539716638535
E02001846,10.333333333333334,0.0012606238054572812
E02001847,5,9.29195316855603e-4
E02001848,5.333333333333334,7.455036809244246e-4
E02001849,11.333333333333334,0.001367768927508247
E02001850,5.333333333333333,8.058829455021658e-4
E02001851,9.666666666666666,0.0010841932107073426
E02001852,9,0.001245502352615555
E02001854,8.333333333333334,0.0013229613166111025
E02001855,10.666666666666666,0.0012512218963831867
E02001856,11.5,0.0011782786885245903
E02001857,15.333333333333334,0.001070389761489238
E02001858,9.666666666666668,0.0010451580351028941
E02001859,11.5,0.0010724610650004662
E02001860,12.333333333333332,0.0013088542219392267
E02001861,10.666666666666666,9.757287474082204e-4
E02001862,10.833333333333334,9.986479842674534e-4
E02001863,8.5,0.0010489941996791312
E02001864,11.166666666666666,0.001990493166963755
E02001865,11.166666666666666,9.593356242840778e-4
E02001866,14,0.0015359297860669226
E02001867,12,0.0015426147319706903
E02001868,5.5,9.282700421940929e-4
E02001869,7.333333333333333,0.0010694667250012153
E02001870,11.666666666666668,9.158228013711176e-4
E02001871,7,8.50753524550316e-4
E02001872,6.5,8.799241911466089e-4
E02001873,14.833333333333332,0.0012438853948287909
E02001874,9.666666666666666,9.519120301985885e-4
E02001875,9,9.341914054390699e-4
E02001876,16.666666666666664,0.001279885322275124
E02001877,10,8.491847826086956e-4
E02001878,9.166666666666666,0.0010109922429322451
E02001879,14.166666666666666,0.0013274612693653172
E02001880,9.166666666666666,9.309095832910192e-4
E02001881,7.833333333333334,7.561132561132561e-4
E02001882,11.666666666666666,0.001349527665317139
E02001883,12.166666666666666,0.0014697592010952725
E02001884,9.666666666666666,9.58044268252395e-4
E02001886,9.5,9.111835795127566e-4
E02001888,8.666666666666666,0.0012896825396825397
E02001889,6.5,7.248801159808186e-4
E02001890,11,9.782995375311276e-4
E02001892,9.833333333333334,8.944272633557699e-4
E02001893,5.833333333333333,8.62791500271163e-4
E02001895,6.333333333333333,7.058998365284589e-4
E02001896,11.833333333333334,0.0012367614269788183
E02001897,11.333333333333334,0.0013618521188816792
E02001898,7.5,0.0011935073201782304
E02001899,7.5,8.997120921305183e-4
E02001900,6.666666666666666,9.123671365357419e-4
E02001901,8.666666666666666,0.0010294175872035474
E02001902,8,0.0013190436933223414
E02001903,8.666666666666666,0.0011594202898550724
E02001904,7.833333333333333,0.001006467086384856
E02001905,8.666666666666666,7.173799078442734e-4
E02001906,7.666666666666667,8.369723435225619e-4
E02001907,5.666666666666667,8.236434108527133e-4
E02001908,4.333333333333333,6.113619262603461e-4
E02001909,6.666666666666667,9.88239944658563e-4
E02001910,8.333333333333332,0.0011558021266759129
E02001911,11,0.0012973227974997052
E02001913,7.666666666666666,8.728984022164029e-4
E02001914,2.833333333333333,5.458164772362421e-4
E02001915,12.833333333333334,0.0010467645459488852
E02001916,9.666666666666666,0.0010027662517289072
E02001918,12.333333333333334,0.0013728109231225883
E02001919,7.5,0.0011117699377408835
E02001920,8.333333333333334,0.0010967798543476354
E02001921,7.166666666666666,8.892749307192786e-4
E02001922,10.333333333333334,5.804917326741944e-4
E02001923,10.833333333333334,0.0011721849527519296
E02001924,4,6.062443164595332e-4
E02001925,4.666666666666666,8.964015879113842e-4
E02001926,4.5,7.306380905991232e-4
E02001927,10.333333333333334,0.0013009358344873894
E02001928,10,0.0014594279042615295
E02001929,9.333333333333334,9.239094568732265e-4
E02001930,8,0.001016002032004064
E02001931,6.333333333333334,9.441462929835024e-4
E02001932,7.333333333333334,9.670754758450921e-4
E02001933,5.333333333333334,8.923094082873237e-4
E02001934,3.5,6.839945280437756e-4
E02001935,6.666666666666667,8.381527114240215e-4
E02001936,5.333333333333333,8.168683310358911e-4
E02001937,9.333333333333334,0.0011447728852365183
E02001938,5.833333333333333,7.32370788867964e-4
E02001939,12.5,0.002014179825974863
E02001941,6,9.749756256093598e-4
E02001942,9.833333333333332,0.0018199765562341907
E02001943,5.166666666666667,0.0011046967429263774
E02001944,4.5,6.764882742032472e-4
E02001945,8.666666666666666,0.0011432088994415863
E02001946,8.166666666666666,0.0010773966578715918
E02001947,13.333333333333334,0.0021244954323348204
E02001948,4.666666666666667,9.973641091401298e-4
E02001949,7.166666666666666,0.001184768832313881
E02001950,7.833333333333334,9.424125761950594e-4
E02001951,12.333333333333334,0.0013909251531897297
E02001952,11.5,0.0012424373379429558
E02001953,5,8.368200836820083e-4
E02001954,14,0.001865423051299134
E02001955,5.666666666666667,7.7118490292143e-4
E02001956,3,9.593859929645027e-4
E02001957,6,7.815552950371239e-4
E02001958,5.666666666666667,6.987258528565558e-4
E02001959,3.5,6.806690003889537e-4
E02001961,9.5,0.0011179100964932925
E02001962,7,9.640545379424321e-4
E02001963,4.5,9.37695353198583e-4
E02001964,11.666666666666666,0.0011377673753332034
E02001965,7,0.0010559662090813093
E02001966,6.333333333333333,8.10199991471579e-4
E02001967,6,8.890205956437991e-4
E02001968,3,4.5447659445538557e-4
E02001969,7.5,0.0010463169642857143
E02001970,3.333333333333333,7.213445863088797e-4
E02001971,4,8.879023307436182e-4
E02001972,13.333333333333334,0.0010930753675465923
E02001973,8.833333333333334,0.0011530261497628683
E02001974,5,6.00672753483902e-4
E02001975,2,6.291286568103177e-4
E02001976,8.833333333333332,0.0011235478673789535
E02001977,11.5,9.792234332425067e-4
E02001978,5,9.089256498818396e-4
E02001979,4.333333333333333,7.359601449275361e-4
E02001980,2,6.544502617801048e-4
E02001981,10.166666666666666,7.229372585271042e-4
E02001982,3,5.197505197505198e-4
E02001983,8.5,0.0010501606127996047
E02001984,8,7.33810310034856e-4
E02001985,6.833333333333334,5.321496248994107e-4
E02001986,8.5,0.0011669412410763318
E02001987,3.5,9.575923392612859e-4
E02001988,11.666666666666668,6.701514542286558e-4
E02001989,4.833333333333333,7.351077313054499e-4
E02001990,5,6.28140703517588e-4
E02001991,6.5,8.722490606548577e-4
E02001992,7,7.536606373815676e-4
E02001993,10.333333333333332,0.0011923994153396414
E02001994,4,6.597394029358403e-4
E02001995,7.166666666666667,6.639491075288741e-4
E02001996,11.166666666666666,0.0014934688600597387
E02001997,6,6.850879196163508e-4
E02001998,4,6.82477392936359e-4
E02001999,4,4.5876820736322975e-4
E02002000,6.5,9.981572481572482e-4
E02002001,6.833333333333334,0.0011261261261261261
E02002002,6.5,0.0011948529411764707
E02002003,8.333333333333334,0.0011060968055924254
E02002004,5.333333333333333,9.027307605506658e-4
E02002005,3,5.472455308281649e-4
E02002006,5.333333333333333,8.221571347823852e-4
E02002007,8.333333333333334,9.242827565808933e-4
E02002008,3,5.680742283658398e-4
E02002009,4.833333333333333,6.975513542117669e-4
E02002010,10.333333333333334,0.00127477588617485
E02002011,4.666666666666666,8.361703398435166e-4
E02002012,10.166666666666666,0.0011966415568110482
E02002013,4,0.0010214504596527069
E02002014,7.833333333333334,9.906833607352136e-4
E02002015,4.166666666666666,7.919913831337514e-4
E02002016,5,7.79423226812159e-4
E02002017,9.5,0.0010901996786779895
E02002018,5,8.926977325477593e-4
E02002019,8.5,0.001059322033898305
E02002020,5,6.148548942449582e-4
E02002021,11.5,0.0014813860620893984
E02002022,8.166666666666666,9.257160129978085e-4
E02002023,5,9.182736455463728e-4
E02002024,7,7.898894154818325e-4
E02002025,7.833333333333334,9.53540271860418e-4
E02002026,3,7.204610951008645e-4
E02002027,5,9.257544899092761e-4
E02002028,4,0.0013986013986013986
E02002029,7,0.0011647254575707154
E02002030,2.5,6.868131868131869e-4
E02002031,3,6.479481641468683e-4
E02002032,9.333333333333334,9.1683038637852e-4
E02002033,6,7.52823086574655e-4
E02002034,11.666666666666668,0.0014406849427842268
E02002035,3.833333333333333,7.692822262358685e-4
E02002036,8.333333333333334,0.001244895926700528
E02002037,4.5,9.879253567508233e-4
E02002038,8.5,0.0010963498000773895
E02002039,12.5,0.001952209901608621
E02002040,5,0.0010834236186348862
E02002041,3,6.665185514330149e-4
E02002042,4.5,6.585687106688131e-4
E02002043,10.5,0.0012024736601007789
E02002044,4,5.17464424320828e-4
E02002045,6.5,8.306709265175719e-4
E02002046,4,9.282896263634254e-4
E02002047,6.666666666666667,0.0012616704516780217
E02002048,2.5,7.467144563918758e-4
E02002049,2.666666666666667,7.49695436229032e-4
E02002051,7.5,0.0013176387912860155
E02002052,8.333333333333334,7.204403331316101e-4
E02002053,6,8.69691259602841e-4
E02002054,5.833333333333333,0.0010401806942463147
E02002055,8,7.949915532147471e-4
E02002056,8.333333333333334,8.928890317511341e-4
E02002057,11.333333333333334,0.0011521127715089288
E02002058,9.333333333333334,7.401533174729052e-4
E02002059,11.5,0.0010262359450294485
E02002060,3.3333333333333335,6.524434005350037e-4
E02002061,7,0.0011303084127240433
E02002062,9,0.0010214504596527069
E02002063,6.333333333333333,6.224406224406224e-4
E02002064,14,0.001129305477131564
E02002065,10.5,7.83406699992539e-4
E02002066,9.5,0.0011692307692307692
E02002067,5,8.96700143472023e-4
E02002068,13.833333333333334,9.660148975791435e-4
E02002069,5.5,0.0010084341767510085
E02002070,8.333333333333334,8.491270973439305e-4
E02002071,6.166666666666667,9.337775085806583e-4
E02002072,11,0.001267573173542291
E02002073,5,7.551729346020238e-4
E02002074,4.5,6.976744186046512e-4
E02002075,8,0.0010905125408942203
E02002076,8.833333333333334,7.860236103695795e-4
E02002077,6.833333333333333,7.575757575757576e-4
E02002078,4,8.587376556462001e-4
E02002079,7.5,9.006845202353789e-4
E02002080,5.5,8.001163805644458e-4
E02002081,4,0.0010376134889753567
E02002082,5.166666666666667,0.0011962645674152969
E02002083,3,0.0010193679918450561
E02002084,9,0.001358080579447714
E02002085,6.833333333333334,0.0010400811770674785
E02002086,7.333333333333334,0.0012293936853869797
E02002087,6.333333333333333,0.0010048125231371305
E02002088,10.333333333333334,0.0010719225449515907
E02002089,6.5,8.310957678046286e-4
E02002090,2,6.747638326585695e-4
E02002091,4.5,7.503751875937969e-4
E02002092,8,0.0010942415538230065
E02002093,5,7.227522405319456e-4
E02002094,7,0.0011304909560723513
E02002095,3.5,5.734884483041127e-4
E02002096,7.5,8.361204013377926e-4
E02002097,4.666666666666667,6.420840212804991e-4
E02002098,7.833333333333334,7.947781385281386e-4
E02002099,6,8.628127696289905e-4
E02002101,4.5,7.216164207825529e-4
E02002102,3,5.951200158698671e-4
E02002103,2,6.146281499692685e-4
E02002104,5,0.0011560693641618498
E02002105,4,7.466865783087549e-4
E02002106,7,8.502368516944005e-4
E02002107,4,9.298000929800093e-4
E02002108,4,7.68344218209758e-4
E02002109,6,6.280092108017584e-4
E02002110,3.5,6.477882657782713e-4
E02002111,10,0.0016095284081764044
E02002112,2.333333333333333,8.227550540667606e-4
E02002113,7.5,0.00117813383600377
E02002114,4,9.064128710627691e-4
E02002115,9.333333333333334,0.0013757861635220127
E02002116,4,7.452953232718465e-4
E02002117,6.166666666666666,0.001206784083496412
E02002118,5,8.312551953449709e-4
E02002119,6,0.001021624382768602
E02002120,4,8.808632459810614e-4
E02002121,5.666666666666667,0.0010386119257087
E02002122,5.166666666666667,7.577979857240638e-4
E02002123,5,0.001307531380753138
E02002124,7.166666666666666,0.0010096740865971634
E02002125,8.666666666666666,0.001378286683630195
E02002126,6.333333333333333,9.236303534101405e-4
E02002127,9.166666666666666,9.273309728544932e-4
E02002128,5,9.002520705797623e-4
E02002129,4.5,7.62970498474059e-4
E02002130,7.166666666666666,0.0013092193399098769
E02002131,4.666666666666667,7.562253551558365e-4
E02002132,4.833333333333333,7.279116465863454e-4
E02002133,7,0.0010047366154729439
E02002134,9.333333333333334,0.001035771094588096
E02002135,9,0.0010895883777239709
E02002136,6.5,0.001012303379535898
E02002137,2.5,8.007687379884689e-4
E02002138,4.833333333333333,9.421702404158544e-4
E02002139,13.166666666666666,0.0011904761904761904
E02002140,8.666666666666666,9.819472769846665e-4
E02002141,4,7.732456988208003e-4
E02002142,6.666666666666667,9.053050878145935e-4
E02002143,10,9.292816652727441e-4
E02002144,3.833333333333333,7.453496662129755e-4
E02002145,10.833333333333334,0.0013372834629469615
E02002146,8.333333333333334,0.0012576717979676025
E02002147,6.833333333333333,7.739645864008759e-4
E02002148,7,7.033762057877814e-4
E02002149,9.5,9.692888480767269e-4
E02002150,4.833333333333333,0.0010657846380007349
E02002151,5,8.668515950069349e-4
